	hemoglobin	leukocyty	etytr	weight	trombocyty	ast	alp	relationship	name	alt	hbver	smoker	erytrocyty	er-cv	indicator	ssn	hematokrit
5110	6.32183	7.66806	4.48394	86.26000	5.96111	77.61605	85.68077	separated	Laura Murphy	1.11621	5.58202	Y	6.07997	30.55299	1.00000	883-04-6666	6.86581
5111	5.94093	5.98474	6.83037	110.79198	4.96239	69.29518	87.56978	nop	Roberta Walker	1.37503	6.53408	Y	5.86628	52.72582	0.00000	549-49-5984	6.57250
5112	5.83908	8.85875	7.97293	44.58361	6.25471	61.12446	87.23828	married	April Martin		6.56022	no	8.05410	64.27326	1.00000	063-71-5486	6.30242
5113	5.68043	5.79517	6.03885	86.16915	7.20937	67.91615	75.61126	nop	Katherine Briggs		7.24784	Y	7.98323	30.43401	0.00000	589-34-4355	7.11221
5114	5.72601	9.38703	7.70632	3.30154	6.77130	75.12974	80.70415	single	Dominique Ward	8.35166	7.29549	no	9.57706	38.02047	1.00000	281-57-6766	5.02529
5115	6.59510	8.44997	4.50453	66.55813	6.86601	68.76573	83.51943	nop	Jaime Anderson	0.93812	5.72015	no	5.67792	61.38573	1.00000	627-99-4940	8.72320
5116	6.72000	5.73775	4.61652	114.66150	7.29309	66.41167	95.85265	separated	Rodney Kelly	1.01864	8.44085	no	6.29044	57.79471	0.00000	469-64-9919	6.60292
5117	5.14688	8.54658	6.75828	8.49811	6.91604	77.53631	67.28351	single	Donna Walker	0.67422	5.30441	no	4.22465	58.61811	1.00000	080-44-6544	7.03869
5118	6.80330	10.19996	9.28759	88.82803	7.06708	71.77851	76.81100	nop	Gary Brown	8.56244	7.75835	no	9.60032	58.30049	1.00000	558-88-7895	4.39524
5119	8.91095	7.26238	4.18179	52.25016	5.61954	67.10044	12.97598	divoced	Christina Mcdonald	1.01878	6.90275	yes	5.00898	46.99217	0.00000	530-40-6844	5.13758
5120	6.54107	8.92047	5.97364	31.65927	6.29206	75.88000	85.19239	divoced	Lauren Ross	0.57102	5.77097	yes	5.09645	54.49555	1.00000	783-86-3803	7.66854
5121	4.83018	10.04595	8.77229	85.40684	6.91110	58.17086	45.55172	married	Kathleen Young	15.29703	8.16423	no	10.21245	69.04053	1.00000	525-52-4743	5.57812
5122	7.14154	9.69680	10.54420	53.74138	7.23693	71.35466	75.16717	nop	Andrea Turner	6.50461	9.45295	Y	9.27498	57.11036	1.00000	020-07-8808	7.16636
5123	8.12683	11.04070	5.73548	60.68732	5.81865	73.28891	29.14613	single	Bruce Mayo	1.10156	6.26644	no	4.81935	36.14669	1.00000	360-58-8227	5.17780
5124	4.07241	6.39962	8.44878	35.02514	8.31846	61.75727	20.60219	single	Gary Brown	0.92469	9.06406	yes	6.66022	44.82679	1.00000	558-88-7895	6.54003
5125	7.22267	8.87000	6.78900	10.12812	5.29017	64.22954	69.71920	widowed	William Smith	19.15917	8.40640	no	10.44398	32.49870	1.00000	085-05-2663	8.35072
5126	7.54102	4.66728	5.70538	116.38657	6.29390	55.82687	55.14385	divoced	Natalie Peterson	1.37345	6.63539	yes	4.91946	57.58906	0.00000	089-89-3484	8.33489
5127	7.27581	4.01426	5.31210	62.15674	7.64265	70.27168	62.78145	divoced	Kelly Perez	3.72819	9.42556	yes	8.70591	43.56442	0.00000	771-98-5576	6.57842
5128	8.48414	6.28529	6.24804	17.66861	6.81344	70.82143	19.65623	divoced	Michael Gomez	1.05984	7.07257	no	6.67535	39.85033	1.00000	236-94-4425	6.88957
5129	5.96604	4.49502	5.41369	46.61583		68.40748	87.88374	widowed	Donna Wood	1.97016	7.69805	no	7.85762	54.02977	0.00000	059-43-0502	5.31396
5130	7.10304	7.57530	8.69949	20.93743	8.20456	67.52942	73.25010	single	Lori Edwards	3.58581	9.60998	no	8.57530	44.17191	1.00000	164-59-7194	6.92060
5131	6.83057	5.92855	8.31695	56.72955	4.76526	91.94996	84.88678	divoced	Donald Stewart	0.93996	8.22070	yes	5.49207	31.85361	1.00000	184-42-7231	7.77827
5132	4.68360	8.10325	7.40270	60.87145	4.58622	64.47498	44.55557	nop	Emily Ho	1.50545	6.11422	yes	7.27708	65.00167	1.00000	249-28-7777	5.77959
5133	6.83625	7.32134	4.52947	-9.44202	6.95544	75.75978	77.45916	divoced	Deborah Lewis	0.86404	5.43447	no	5.53706	51.43166	0.00000	210-79-7472	8.34955
5134	7.03943	6.26642	3.62744	67.80556	5.27668	78.34798	79.08251	single	Lisa Garcia	1.15546	4.79099	no		62.74873	1.00000	163-20-7154	5.45224
5135	8.68403	7.56868	7.12134	86.96641	6.08880	65.47877	21.66987	divoced	John Garcia	4.18713	8.57661	Y	8.71548	40.14095	1.00000	773-49-4627	6.65187
5136	7.21353	7.56188	9.43789	71.73371	8.16379	71.11007	64.00515	nop	Tiffany Lewis	2.60809	10.13903	yes	8.20570	47.48464	1.00000	437-17-3201	5.98702
5137	4.86125	7.87031	8.32686	52.60807	4.88943	67.18100	55.70191	single	Deborah Miller	2.96565	8.59794	yes	8.17125	51.62148	1.00000	117-37-2635	6.95181
5138	6.73456	5.24826	8.54951	57.05145	6.25405	74.25144	81.42186	nop	Robert Mclaughlin	1.06553	5.30725	no	5.36468	49.98484	0.00000	371-41-8865	5.38275
5139	6.96050	5.28473	6.49897	99.98480	6.56536	52.64758	84.77014	single	Leslie Martinez	0.69241	6.89389	Y	4.57245	42.67058	0.00000	366-29-8135	6.23645
5140	6.68814	6.75280	8.35731	74.04261	6.32649	64.34752	75.37666	separated	Julie Baker	1.38397	7.80504	yes	6.16242	29.62535	1.00000	176-07-6937	6.66131
5141	6.29136	5.10129	7.16179	55.23498	8.08733	63.76377	95.19633	divoced	Christy Owens	1.33460	6.03503	no	3.60889	41.29485	0.00000	124-66-0989	5.53941
5142	5.90576	5.02120	5.14919	136.40301	6.42394	73.78474	83.13052	nop	Timothy Mahoney	3.58220	8.71150	no	8.56947	37.11941	0.00000	853-97-1585	5.50506
5143	6.55752	5.86302	5.32819	76.19633	5.89177	64.48572	89.84924	married	Sara Yoder	1.28751	7.99196	no	6.91740	35.64912	0.00000	132-84-0625	7.19336
5144	7.71517	9.18834	5.78676	67.88344	6.25101	60.27536	55.76363	married	Eduardo Wells	1.34143	6.04523	Y	5.22276	64.85552	1.00000	158-24-1331	7.00539
5145	6.24313	4.91952	5.49489	39.70867	6.11361	68.45483	86.64832	married	Bobby Hogan	1.45321	7.08428	Y	6.18119	48.87815	0.00000	059-64-9506	6.07354
5146	6.72880	6.57100	3.71699	100.77592	7.06261	61.18892	81.35589	divoced	Teresa Pollard	0.96472	9.97140	no	6.70364	36.33464	0.00000	356-70-3717	6.19976
5147	6.23320	6.84916	3.68909	103.78767	5.43665	67.63074	83.60332	divoced	Peter Shelton	0.53742	8.49915	Y	6.59089	52.66920	0.00000	512-47-9596	7.10490
5148	8.53222	5.73931	4.45987	5.35034	6.98047	94.42656	20.09556	married	Lisa Pruitt	1.15000	9.07887	no	6.63359	45.84931	0.00000	670-77-6818	7.19869
5149	7.97401	6.31244	2.98857	147.91205	6.77585	71.27565	37.07265	single	Tyler Strong	1.23620	4.10969	Y	5.02451	55.19613	1.00000	523-63-7741	6.76472
5150	5.67424	5.94902	5.87662	34.68925	7.42452	61.57330	77.47955	widowed	Vincent Taylor	1.32248	5.35624	no	6.27744	60.58272	0.00000	404-50-2422	5.19966
5151	7.08384	8.62273	5.35236	148.04488	7.18311	60.73001	76.22960	divoced	Richard Williams	0.37501	4.77470	no	4.23454	78.55986	1.00000	601-56-8262	6.95186
5152	5.43036	9.13773	6.73095	102.35094	6.19091	76.29975	74.41650	widowed	Darlene Esparza	0.93455	5.80313	no	4.77146	42.50390	1.00000	380-31-4635	5.02634
5153	5.75103	7.67930	4.53548	61.86698	6.76242	70.70631	78.64573	separated	Mariah Powers	0.99726	5.28998	no	5.45015	38.33113	1.00000	634-19-0522	5.43400
5154	5.77642	5.59736	3.20074	49.99810	8.31871	62.71652	81.25909	married	Brian Perez	0.90464	9.53190	no	4.17919	44.30763	0.00000	817-21-2981	6.06301
5155	5.21632	7.14684	8.37659	92.31420	6.80544	71.87980	73.00470	divoced	Brandi Carter DDS	3.32168	10.30260	no	8.59458	65.60806	1.00000	655-40-8608	5.85192
5156	6.70798	6.96034	8.87147	95.77204	6.98183	79.13713	87.03132	nop	Shane Dennis	1.01518	8.93295	no	6.85948	35.96795	1.00000	598-77-7408	6.73840
5157	8.15006	9.02571	6.02743	9.05936	5.29881	67.81545	34.67301	nop	Christy Christensen	1.11187	5.48467	yes	4.52152	70.41817	1.00000	609-84-6040	7.17743
5158	7.11155	1.72258	7.11946	-3.51725	8.35796	54.96851	77.60924	married	Marissa Harrison	28.87035	9.28969	yes	10.89241	51.29461	0.00000	222-49-7433	4.35333
5159	5.60411	6.91546	7.99863	65.50350	7.60754	62.28574	76.05755	divoced	Scott Reilly	2.65459	9.33730	Y	7.89409	41.29997	1.00000	108-56-1725	6.92426
5160	6.73361	8.59415	9.46559	72.24743	7.03701	65.06088	77.11597	widowed	Albert Campbell	1.40167	7.05490	no	6.84007	66.36312	1.00000	586-91-3663	5.42750
5161	5.82697	6.66941	4.90895	46.46386	5.18251	73.15607	80.55145	separated	Ashley Villegas	0.87329	4.89195	yes	5.54474	71.66045	1.00000	276-08-4752	5.42286
5162	7.98699	8.29420	5.86146	1.90895	7.50982	75.62882	43.59474	married	Madison Allen	2.87311	5.64670	no	8.24442	65.14016	1.00000	791-66-2853	6.54097
5163	7.13576	7.10081	7.40621	59.59804	6.18046	92.98046	70.59631	nop	Mikayla Mcgrath	1.44867	5.29170	yes	5.17969	34.05937	1.00000	586-13-9896	6.48378
5164	6.85832	8.42293	8.05316	48.27010	6.52444	55.40437	72.20176	separated	Mr. Alexander Anderson	2.39825	7.59762	yes	8.11241	50.32991	1.00000	555-22-2323	7.35373
5165	7.06480	7.99393	6.52368	124.64426	5.78230	64.77740	79.56655	divoced	Erika Jones	2.59051	6.84185	Y	8.27669	43.18317	1.00000	377-80-7681	6.06892
5166	6.18207	6.00956	3.24425	88.76015	8.94815	60.11609	91.81917	widowed	Jonathan Cisneros	1.05609	9.59231	no	6.24051	40.56269	0.00000	363-13-7892	5.34928
5167	7.52019	9.14175	5.54492	41.87425	5.24245	73.47172	63.94973	married	Morgan Baker	8.58039	6.03232	no	9.62675	14.68180	1.00000	651-62-0575	7.55280
5168	6.96515	5.80697	4.59072	60.45300	5.76769	66.36936	75.63474	single	Jody Brown	1.95310	9.98107	Y	7.81662	69.10137	0.00000	875-54-2191	6.90817
5169	7.58181	4.40251	5.44273	-8.93390	6.81127	76.74783	54.54139	divoced	Donna Pacheco	2.09245	9.28454	no	7.95788	72.43595	0.00000	002-50-6723	5.33192
5170	6.04271	6.07398	3.95775	62.36749	6.31863	56.67040	83.39101	single	Joann Matthews	1.70188	9.89330	Y	6.97346	48.88866	0.00000	061-74-5130	6.66033
5171	7.35185	6.55516	8.86995	66.98801	7.06125	68.19748	67.16015	married	Eric Jones	2.60390	10.47719	N	7.73026	28.42210	1.00000	680-23-8660	4.54364
5172	7.41697	7.53827	5.22621	98.90685	7.71931	56.73788	65.94082	divoced	Stephanie Patterson	0.70227	5.20832	N	5.24791	46.17342	1.00000	399-19-4779	5.33171
5173	6.66371	6.99478	4.40713	31.43209	5.53997	71.04101	91.47636	single	Sheryl Willis	0.97909	5.37775	no	6.05583	63.88594	1.00000	648-60-2624	6.67787
5174	6.13182	8.19799	5.60546	32.83787	6.24192	68.08795	81.84968	divoced	Kristin Faulkner	1.04653	5.30982	N	5.24725	82.63911	1.00000	327-74-2310	5.33195
5175	5.97592	6.14142	4.55804	82.50734	7.53519	69.18938	89.60031	divoced	Joshua Bautista	1.17275	8.20664	Y	6.96640	60.34106	0.00000	522-24-9994	5.90489
5176	4.75553	7.52320	3.11134	57.25673	5.47449	75.32775	49.84710	married	Kylie Rogers	1.30870	9.62332	no	6.06429	42.00145	0.00000	598-04-0095	6.06749
5177	6.57227	5.39353	6.50056	25.32375	5.46660	64.64336	84.77269	nop	Kathy May	1.14686	6.81031	no	6.42227	51.47095	0.00000	812-81-8190	7.99600
5178	7.50247	7.58103	9.30224	66.90126	6.56817	62.28766	64.72695	separated	Julia York	1.73551	9.15256	no	7.48279	38.46135	1.00000	721-04-2824	6.64553
5179	4.79558	8.04586	6.62036	90.50808	6.46993	67.57162	42.60400	separated	Brian Simpson	5.15607	7.73589	no	8.99731	43.44335	1.00000	634-89-9108	6.74826
5180	6.23391	9.39231	5.12410	148.44363	5.81575	58.60038	86.12288	separated	Carlos Sanchez	0.93078	5.07012	no	4.17657	36.61568	1.00000	643-82-4214	5.45599
5181	4.38724	4.97678	4.02907	35.00826	7.96244	54.45074	43.82229	divoced	Christina Terry	0.97111	7.94497	no	5.11522	40.76638	1.00000	180-25-1076	6.81777
5182	7.79884	7.45115	5.34526	82.40514	5.19609	89.62053	41.48636	married	Dakota Rodriguez	1.39274	5.29926	no	5.56216	31.10398	0.00000	847-98-7643	5.45812
5183	5.90999	4.89944	5.38301	52.60511	4.59484	65.56366	89.47322	divoced	Peggy King	1.29574	7.08743	Y	6.00218	42.08376	0.00000	223-79-8096	5.37016
5184	6.65249	4.62305	4.47475	24.71316	6.90629	62.43083	90.33838	married	David Hawkins	0.48195	8.05830	yes	3.88477	37.66489	0.00000	477-51-6851	5.57347
5185	7.18893	4.32291	7.12397	34.86877	6.11415	69.25200	69.92781	married	Kimberly Perez	1.25421	5.71567	no	6.72370	48.95703	0.00000	717-76-5340	7.00808
5186	7.28704	4.92150	5.83537	73.04203	8.22978	71.68104	67.86794	divoced	Tyler Hernandez	1.21075	6.36592	Y	4.40557	44.98078	0.00000	742-22-9190	5.63974
5187	7.39918	7.00345	4.92081	120.97221	7.16882	63.15861	62.35301	widowed	David Thompson	1.12921	4.83978	no	4.95357	39.61161	1.00000	422-79-7429	5.12801
5188	5.07669	8.10199	4.77719	36.80287	6.10222	64.81716	66.04981	single	John Montgomery	1.11806	5.30608	Y	5.42000	63.82410	1.00000	734-61-9720	5.36854
5189	6.18126	5.50411	4.54950	69.75193	6.77006	65.57805	88.36731	married	Karen Webster	2.68243	9.08807	no	8.29411	78.79726	0.00000	418-36-6859	6.25783
5190	5.65482	6.13655	8.78321	75.43511	7.03505	75.62925	81.44665	nop	Christopher Roberts	1.05773	9.00951	yes	6.03801	71.09577	1.00000	231-11-1193	7.30136
5191	7.73099	8.03986	3.65696	85.69719	5.50587	62.70568	62.54098	single	Christopher Shields	1.51107	6.11871	yes	7.11437	61.46359	1.00000	084-85-9101	7.15680
5192	6.08763	3.12247	5.07828	56.89363	7.49384	72.45780	82.55202	single	Charlene Blake	4.33207	10.85657	yes	8.86268	61.08245	0.00000	642-27-7724	5.66281
5193	7.75986	7.67359	8.57239	92.77170	6.68794	63.27251	52.40352	married	Christopher Taylor	1.54447	8.19600	Y	7.47660	57.40998	1.00000	853-46-2410	7.25833
5194	8.09199	4.99107	3.93914	60.31220	6.59281	71.84550	36.30439	widowed	Jeremy Fox	0.82482	8.23324	Y	3.66236	32.26380	0.00000	341-50-1038	6.15165
5195	6.24849	5.90999	5.14276	-9.22691	7.22687	61.60615	82.46187	single	Lauren Callahan	0.94476	4.63185	yes	5.52087	42.63429	1.00000	433-11-1621	7.52357
5196	6.88073	7.63940	6.14548	64.83548	5.53574	82.96105	79.80148	nop	Danny Huerta	0.89627	4.95360	no	4.71480	28.89881	1.00000	011-88-7842	6.89839
5197	5.59189	9.63037	5.99932	57.98610	5.41932	81.15002	70.02732	divoced	William Robinson	0.88303	5.49323	Y	4.26556	59.70127	1.00000	810-33-6386	6.28619
5198	5.34032	5.76718	7.55850	93.19552	6.28695	65.91330	64.99604	single	Marc Wilson	1.38869	9.08015	Y	6.65741	44.25784	1.00000	431-69-7887	5.88101
5199	7.16720	7.20193	5.31432	120.18788	6.50730	61.32283	73.50385	divoced	Jonathan Chavez	0.94309	4.29892	no	4.14183	42.04595	1.00000	658-55-0844	6.63942
5200	7.81969	6.01754	10.13109	71.85786	6.45717	67.10485	51.01646	single	David Moore	1.39149	10.30197	Y	5.93773	43.72303	1.00000	886-43-9443	6.20002
5201	7.06564	4.50830	4.48111	63.37111	5.95753	64.39096	75.53380	married	Becky Nelson	5.94382	11.05126	no	9.20828	62.61738	0.00000	012-13-0618	5.79041
5202	5.56578	7.89951	5.44302	80.83543	7.06614	73.76399	77.17571	married	Jamie Williams	0.95398	4.01786	N	6.60103	43.39454	1.00000	824-37-4542	7.02642
5203	6.13867	8.45158	4.34749	68.02747	5.18249	61.88111	89.12342	single	Lindsey Zuniga	1.62728	6.74652	no	7.52284	21.93580	1.00000	430-40-7546	5.15798
5204	6.35253	8.03489	6.18453	50.70963	4.51916	75.31747	94.43848	single	Sharon Foster	0.88964	5.55460	no	5.30617	40.76629	1.00000	615-11-0866	6.07820
5205	5.68150	5.71033	6.92755	167.45854	9.13110	70.49722	79.20776	divoced	Jeffrey Bernard	1.17311	6.21277	no	6.27269	55.76410	0.00000	477-75-5628	7.15696
5206	4.51350	8.34947	5.52424	62.58642	10.09266	65.63596	38.69273	married	Jeremy Cardenas	0.78240	5.70340	Y	5.33083	35.11163	1.00000	198-51-2446	7.74690
5207	8.39439	5.42596	9.13491	1.04954	7.04441	67.58936	18.71931	nop	Thomas Jenkins III	0.66078	9.64917	yes	5.38132	61.02916	1.00000	615-89-9943	7.58839
5208	6.96866	8.56907	10.02334	57.85838	8.41273	66.66794	73.88246	married	Jennifer Moreno	4.68532	10.08767	no	8.85816	63.95903	1.00000	397-54-3696	4.50831
5209	6.82193	3.54275	5.16200	38.36197	5.98595	73.08004	87.10217	married	Jessica Smith	5.35526	8.53997	no	9.01003	56.06577	0.00000	596-86-1310	6.42134
5210	6.21636	3.93359	5.70483	110.62526	6.39128	57.74674	93.99635	divoced	Jerry Howard	4.51527	8.53657	yes	8.90376	59.68131	0.00000	048-49-4475	7.49808
5211	6.46218	5.13070	7.06543	76.34799	5.49844	73.76262	87.21464	widowed	Michael Kelly	1.35657	5.11701	no	5.80467	53.75114	0.00000	068-85-5771	6.93347
5212	7.55487	8.20780	6.87355	90.88947	6.23822	73.58134	60.92168	single	Marie Turner	1.46421	5.74184	no	5.30128	75.14020	1.00000	033-34-7209	5.66210
5213	8.54507	3.05105	5.90970	70.86753	8.67223	70.17099	18.39373	separated	Catherine Dixon	14.68707	9.20365	N	10.19668	47.25627	0.00000	193-89-1180	4.64219
5214	7.10640	4.94566	3.10122	52.06212	6.73343	51.69952	69.00433	divoced	David Bailey	0.58177	8.96319	yes	5.62062	45.31535	0.00000	288-71-5606	5.69074
5215	8.96782	9.29083	7.12913	32.06646	8.55035	64.39706	11.81129	nop	Gary Hernandez	8.61235	7.05890	yes	9.62465	50.88431	1.00000	831-72-8149	7.08860
5216	4.40058	8.29580	7.69825	40.70705	7.47427	64.39586	29.84460	married	Stephen Carlson	2.16024	6.75337	no	7.79935	54.90901	1.00000	455-50-2831	6.28555
5217	7.52351	5.07073	3.93505	54.85686	4.68613	73.85693	64.84836	separated	Damon Ruiz	0.88528	3.82064	no	4.82675	44.97176	1.00000	744-40-5466	6.29544
5218	7.29628	8.50834	6.17747	45.87574	5.99462	77.53328	61.63107	married	Willie Mcmillan	0.88520	5.96377	no	5.59863	50.19649	1.00000	772-28-8933	5.37354
5219	7.37160	7.18391	5.14885	97.84230	6.52206	55.48383	69.96441	nop	Dr. Mike Acosta	1.39301	5.35868	Y	5.96628	61.31523	1.00000	509-45-7780	7.93077
5220	6.35725	4.53515	5.19858	0.97060	7.41284	70.61970	90.52189	divoced	Lisa Johnson	0.94143	7.47124	no	5.84704	43.64454	0.00000	350-99-4227	6.46302
5221	6.96441	7.65826	4.12475	84.98629	7.45098	70.03465	78.87614	separated	Brandon Garcia	0.85802	4.98374	no	5.25394	57.18072	1.00000	027-36-9620	6.37035
5222	6.04604	7.32246	4.66054	128.84688	4.84904	50.74852	82.01681	single	Dakota Rodriguez	0.78924	4.96300	yes	4.79406	57.51266	1.00000	847-98-7643	8.03088
5223	7.06826	8.10927	4.99743	101.33302	7.42495	68.58823	68.38017	divoced	Scott Snyder	1.19630	5.92437	yes	6.28439	79.20752	1.00000	597-19-7936	6.13458
5224	7.48463	6.68633	4.57313	44.30716	6.54693	76.63755	63.40498	divoced	Nicholas Thompson MD	1.37237	7.65989	yes	5.92406	64.92895	0.00000	015-48-9014	6.33059
5225	6.77867	6.02367	4.99144	14.25750	5.27541	64.44974	89.21450	single	Monica Sheppard	0.22052	4.51547	Y	4.80735	63.46292	1.00000	547-54-3906	5.54953
5226	5.57343	6.85619	3.97018	36.03692	6.47216	54.48365	77.41537	single	Angel Murphy	0.70910	5.11867	yes	5.78165	40.93987	1.00000	761-63-6563	6.19091
5227	5.54362	7.30752	4.60452	85.84121	7.17334	60.06203	77.66576	divoced	Michael Robinson	0.90867	5.54243	Y	6.23052	60.58938	1.00000	615-61-6278	
5228	5.66152	8.00887	9.23254	57.59327	6.66113	62.30889	88.29327	divoced	Ian Campbell	1.71003	8.36378	no	7.44830	41.27498	1.00000	389-07-7051	5.48058
5229	5.85782	5.25903	9.19799	105.15691	5.02019	75.06192	87.43886	divoced	Thomas Marshall	1.23106	12.57617	yes	7.51101	14.60847	1.00000	049-39-4791	6.52286
5230	6.93939	5.53039	5.58100	26.11425	5.87092	63.82828	86.09940	divoced	David Thompson	0.98907	6.92482	yes	5.38713	52.92648	0.00000	852-37-0190	7.93277
5231	6.19446	6.73979	8.67587	110.40108	7.13160	66.48000	86.07204	married	Rebecca Phillips	0.89904	7.81493	no	5.78166	31.55427	1.00000	695-61-3754	6.84265
5232	6.32803	6.84192	3.71412	74.45923	7.40911	66.36465	84.63204	widowed	Justin Garcia	0.65143	5.24348	no	6.04049	71.30519	1.00000	584-73-5223	4.90063
5233	8.43116	4.62788	4.67196	36.73002	7.93108	58.37270	26.04595	separated	Ruben King	1.04913	7.18002	no	3.81952	40.87556	0.00000	710-52-2173	6.39702
5234	5.35839	6.07223	5.15011	25.95553	6.14753	57.82338	73.24592	separated	William Cox	1.74920	6.83570	no	7.27509	55.55733	0.00000	375-82-6196	6.51992
5235	6.60391	2.48961	6.12582	55.17450	5.96970	72.87023	90.37071	nop	Pamela Martin	9.86559	8.90820	yes	9.75290	35.64219	0.00000	544-12-5693	8.33123
5236	7.19582	9.45908	5.67334	85.36471	6.43068	62.38330	69.63375	single	Nicole Savage	1.27456	6.04721	yes	5.42692	75.54676	0.00000	885-56-1046	6.53350
5237	5.94855	4.64751	4.11933	118.38613	5.56139	48.31816	82.77650	married	Curtis Nelson	1.12780	7.91675	no	2.00787	52.28562	0.00000	078-66-6594	5.64049
5238	7.26753	6.94141	4.64260	25.83526	6.69872	62.11546	69.95476	divoced	Nicole Miller	0.75361	4.75743	no	5.23157	53.75041	1.00000	099-96-6977	6.42155
5239	8.51541	8.70677	3.76944	49.95761	5.20900	81.41815	18.19621	single	Lucas Delacruz	0.84879	5.06727	yes	4.89062	50.41326	1.00000	321-54-7847	5.11529
5240	5.78494	9.65025	6.54736	146.22937	5.97050	68.21037	82.47298	single	Veronica Thomas	1.65277	3.27180	no	7.40875	46.13760	1.00000	618-18-8749	7.94475
5241	5.93505	10.15733	6.24040	85.28137	6.32740	74.44915	84.52691	married	Kimberly Combs	0.77607	6.67988	no	5.69118	88.42945	1.00000	064-05-8617	5.08106
5242	4.75153	8.45415	9.16873	72.86792	6.66491	75.88528	52.42647	married	Michael Davila	2.65465	8.47769	yes	8.08594	42.50401	1.00000	857-21-6187	5.63918
5243	4.89199	9.94496		87.09693	6.94709	78.07545	46.84170	nop	Joshua Ellis	1.06682	5.57512	Y	3.97820	69.25776	1.00000	556-47-8330	7.35699
5244	7.89705	5.88216	5.38195	84.51383	6.26131	48.36555	38.50428	married	John Collins	0.93639	8.21277	yes	4.98121	31.24150	0.00000	291-55-0555	5.98663
5245	6.34667	7.82095	3.59044	52.98325	6.23509	62.61940	85.19642	divoced	Rachel Fuentes	0.91811	5.66571	no	6.39873	33.77771	1.00000	106-01-7930	5.92896
5246	4.96428	7.88644	8.22112	29.87939	6.91331	73.63506	64.67417	divoced	Crystal Andrade	7.23258	9.96017	no	9.42787	62.38596	1.00000	344-34-9974	7.33824
5247	9.49364	4.97135	6.34255	133.47472	5.79257	82.60973	12.30470	nop	Veronica Martin	0.75835	7.15046	no	3.37717	44.40391	0.00000	829-21-3889	6.13523
5248	6.90341	5.70497	7.91401	69.38580	6.78088	64.26246	83.04586	single	Joseph Lindsey	1.28538	8.00165	Y	5.36338	63.97804	1.00000	577-19-4362	7.07841
5249	6.24498	8.41337	3.84267	40.18091	5.60314	75.18632	81.61620	single	Stacey Erickson	0.64167	5.33264	no	5.12104	49.06631	1.00000	784-90-7622	6.26698
5250	6.50186	5.84805	5.42321	29.51024	6.67949	79.67011	91.30490	divoced	Brian Davis	1.22901	5.43614	no	6.15580	68.76615	1.00000	653-53-6745	5.67254
5251	5.72062	8.08679	4.74916	63.38156	5.52322	63.89242	88.16946	single	Steven Wilson	1.31123	5.59727	no	5.77020	37.82362	0.00000	635-64-2097	5.10349
5252	9.58464	6.40596	8.44735	94.62966	6.66065	58.80464	11.92876	separated	Henry Clark	0.95308	8.72487	Y	6.35304	26.97885	1.00000	234-38-9049	6.69131
5253	9.08601	8.27765	6.82317	87.65215	6.38983	57.01570	8.68043	divoced	Victor Rodriguez	0.66751	5.03273	no	4.16737	58.17519	1.00000	567-79-7933	6.29013
5254	4.76839	5.10608	5.81398	70.29459	5.98812	63.32930	52.61219	nop	Juan Johnson	0.96261	7.38765	no	4.61234	46.64350	0.00000	329-91-7275	7.37832
5255	8.15757	5.37200	4.59212	19.95050	7.28032	51.94531	39.25691	married	Erika Brown	1.32099	8.45326	no	5.45338	74.27847	1.00000	069-78-0924	5.57433
5256	7.45691	4.89562	3.98875	75.46909	7.85575	63.33017	55.55746	married	Anthony Griffith	1.05157	8.58035	N	6.09701	74.49458	0.00000	796-82-3617	7.86857
5257	6.73800	7.68573	5.45129	76.10270	6.58585	81.56213	82.94950	married	Janet Marquez	0.92516	5.21292	no	5.03948	25.26862	1.00000	005-92-3924	7.97583
5258	6.53985	8.25651	6.83342	36.46734	5.89863	74.58401	82.11937	divoced	Tracy Tran	5.45450	8.03265	yes	9.12685	27.12868	1.00000	516-23-6466	5.43884
5259	6.07187	5.74018	4.95402	84.54328	5.39758	65.00074	86.76493	married	Albert Serrano	1.31606	7.62963	Y	6.47610	66.99345	0.00000	105-51-4464	7.64086
5260	7.02491	5.20935	5.05309	105.69666	6.24998	58.31839	72.84614	married	Julie Evans	1.23822	7.66571	no	6.96307	55.22586	0.00000	508-35-9070	7.24752
5261	6.66426	7.70082	7.99511	81.81779	8.94530	75.65367	90.56729	married	Sara Harrison	1.46224	7.67452	yes	7.39849	54.21312	1.00000	562-63-2905	5.52865
5262	5.92188	7.11308	3.94842	166.50855	6.02299	75.32418	86.83599	separated	Christopher Simon	1.13494	7.78337	no	6.68810	19.91584	0.00000	681-41-1578	6.65584
5263	6.31078	7.66565	4.08165	99.28386	6.21033	62.73181	83.38813	separated	Mark Fry	1.29428	5.83020	yes	6.70096	59.06401	1.00000	525-65-4092	6.99025
5264	8.12062	6.87524	5.50569	84.16517	6.36944	68.95091	34.89738	separated	Mary Roth	0.56101	5.05406	no	4.98280	53.85251	1.00000	532-42-4213	5.14806
5265	6.62998	5.08895	9.98065	22.47458	6.12751	59.71470	88.58406	separated	Kayla Neal	0.88529	10.12998	yes	4.79339	62.82231	1.00000	894-57-9626	6.04770
5266	5.51855	6.07732	3.89981	88.17027	6.09394	68.95142	79.19918	divoced	Robert Rodriguez	1.37311	9.59664	no	7.29328	39.01778	0.00000	645-61-4110	5.87133
